Timestamp,Gender,age,marital_status,student _yrs,ongoing_yr,Department,mnt_ fam_ incm,afmi,aware_Bal_diet,fbl, weight,height, hhac,avg_slp_hours,nat_fruit_juice,fries, green_salad,carrots, vegetables,sft_drink,smoke,cnfj,cf,cgs,ccarrots,cveg,csd,csmk,cslppat 
2021/08/12 3:44:01 pm GMT+6,0,26-30,Single,Postgraduate student,Not a student now,Business and Economics,More than 1 Lakh,No (Stayed more or less the same / increased),Yes,No,71-80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,1-3 times a week,4 - 6 times a week,7 - 10 times a week,4 - 6 times a week,1-3 times a week,6 - 14 times a week,1 - 3 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I don't smoke),I sleep less
2021/08/12 4:01:19 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,"Below 40,000",No (Stayed more or less the same / increased),Yes,No,71-80 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,None (I didn't eat green salad),1-3 times a week,More than 10 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,None (I don't eat green salad),1-3 times a week,1-3 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 4:03:18 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,"80,000 - 1 Lakh",Yes. (It got reduced),Yes,No,More than 80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),7 - 10 times a week,1-3 times a week,None (I didn't eat carrots),7 - 10 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I don't eat carrots),7 - 10 times a week,4 - 6 times a week,None (I don't smoke),It did not have any impact at all
2021/08/12 4:15:28 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Business and Economics,"Below 40,000",No (Stayed more or less the same / increased),Yes,No,61-70 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/12 4:50:10 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Bachelor of Dental Surgery ,"40,000 - 60,000",No (Stayed more or less the same / increased),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,4 - 6 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/12 5:04:46 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Business and Economics,More than 1 Lakh,Yes. (It got reduced),No,No,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),more than 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,7 - 10 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 5:07:40 pm GMT+6,1,21-25,Married,Undergraduate,4th year and above,Engineering and Physical Sciences,"40,000 - 60,000",Yes. (It got reduced),Yes,No,61-70 kg,5 ft. - 5 ft 3 inch,Yes (regularly),Less than 4 hours,1 - 3 times a week,1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),4 - 6 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),None (I don't eat green salad),1-3 times a week,7 - 10 times a week,None (I don't like them),None (I don't smoke),I sleep less
2021/08/12 5:13:09 pm GMT+6,0,21-25,Married,Undergraduate,4th year and above,Engineering and Physical Sciences,More than 1 Lakh,No (Stayed more or less the same / increased),Yes,No,71-80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (regularly),4 - 6 hours,None (I didn't drink fruit juice at all),1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,1-3 times a week,More than 14 times a week,None (I don't drink fruit juice at all),1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,1-3 times a week,More than 14 times a week,It did not have any impact at all
2021/08/12 5:32:54 pm GMT+6,0,21-25,Single,Undergraduate,2nd year,Business and Economics,More than 1 Lakh,Yes. (It got reduced),Yes,Yes,More than 80 kg,6 ft. or above,Yes (sometimes),6 - 8 hours,1 - 3 times a week,1-3 times a week,More than 10 times a week,1-3 times a week,More than 10 times a week,None (I didn't like them),None (I didn't smoke),More than 10 times a week,1-3 times a week,More than 10 times a week,1-3 times a week,More than 10 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/12 5:35:48 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,No,61-70 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),4 - 6 hours,None (I didn't drink fruit juice at all),7 - 10 times a week,1-3 times a week,None (I didn't eat carrots),1-3 times a week,7 - 10 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),7 - 10 times a week,1-3 times a week,None (I don't eat carrots),1-3 times a week,7 - 10 times a week,None (I don't smoke),I sleep more
2021/08/12 5:58:29 pm GMT+6,1,21-25,Single,Undergraduate,Not a student now,Health and life sciences,"60,000 - 80,000",No (Stayed more or less the same / increased),Yes,Yes,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),more than 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I didn't smoke),4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,7 - 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 6:06:00 pm GMT+6,1,15-20,Single,College,2nd year,Science ,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,Less than 50 kg,Below 5 feet,Yes (sometimes),4 - 6 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/12 6:09:36 pm GMT+6,1,21-25,Single,Undergraduate,3rd year, English language an literature ,"40,000 - 60,000",No (Stayed more or less the same / increased),No,No,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,4 - 6 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/12 6:09:56 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"40,000 - 60,000",No (Stayed more or less the same / increased),Yes,No,61-70 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),more than 8 hours,None (I didn't drink fruit juice at all),7 - 10 times a week,1-3 times a week,None (I didn't eat carrots),1-3 times a week,7 - 10 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),4 - 6 times a week,1-3 times a week,None (I don't eat carrots),1-3 times a week,4 - 6 times a week,None (I don't smoke),I sleep more
2021/08/12 6:48:53 pm GMT+6,1,21-25,Single,Undergraduate,3rd year,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,None (I didn't eat potatoes),1-3 times a week,None (I didn't eat carrots),7 - 10 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),1-3 times a week,None (I don't eat carrots),7 - 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 6:49:42 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,MBBS,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,No,more than 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,4 - 6 times a week,More than 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,4 - 6 times a week,None (I don't eat carrots),More than 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/12 6:52:01 pm GMT+6,1,21-25,Single,Undergraduate,3rd year,MBBS ,"Below 40,000",Yes. (It got reduced),Yes,No,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I didn't eat carrots),1-3 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 6:54:32 pm GMT+6,1,15-20,Single,Undergraduate,1st year,Business and Economics,More than 1 Lakh,No (Stayed more or less the same / increased),Yes,No,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),4 - 6 hours,1 - 3 times a week,1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),None (I didn't eat them),7 - 10 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),None (I don't eat them),7 - 10 times a week,None (I don't smoke),I sleep less
2021/08/12 6:57:07 pm GMT+6,1,21-25,Single,College,3rd year,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,No,71-80 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),4 - 6 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I don't eat carrots),4 - 6 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/12 7:29:18 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Business and Economics,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),more than 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 7:29:29 pm GMT+6,1,21-25,Prefer not to say,Undergraduate,3rd year,Health and life sciences,"80,000 - 1 Lakh",Yes. (It got reduced),Yes,No,51-60 kg,5 ft. - 5 ft 3 inch,Yes (regularly),4 - 6 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,None (I don't eat carrots),7 - 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 7:30:07 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,MBBS ,"Below 40,000",No (Stayed more or less the same / increased),No,No,61-70 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),4 - 6 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/12 7:34:29 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,No,71-80 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),more than 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/12 7:35:03 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I don't eat carrots),7 - 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/12 7:37:23 pm GMT+6,1,21-25,Single,Undergraduate,3rd year,Health and life sciences,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,None (I don't eat carrots),None (I don't eat them),1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 7:40:06 pm GMT+6,1,15-20,Single,Undergraduate,4th year and above,Health and life sciences,"40,000 - 60,000",No (Stayed more or less the same / increased),Yes,Yes,71-80 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,4 - 6 times a week,None (I didn't like them),None (I didn't smoke),4 - 6 times a week,1-3 times a week,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/12 7:43:38 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,No,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/12 7:48:11 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Computer science and Engineering ,More than 1 Lakh,Yes. (It got reduced),No,No,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),4 - 6 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I don't smoke),I sleep less
2021/08/12 7:49:30 pm GMT+6,1,21-25,Single,Undergraduate,3rd year,Mathematics,"60,000 - 80,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,None (I didn't eat potatoes),1-3 times a week,1-3 times a week,1-3 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),4 - 6 times a week,1-3 times a week,7 - 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/12 7:52:18 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,BSc In Nursing,"Below 40,000",Yes. (It got reduced),No,No,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,None (I didn't eat carrots),1-3 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,1-3 times a week,None (I don't smoke),I sleep less
2021/08/12 7:53:20 pm GMT+6,1,15-20,Single,Undergraduate,2nd year,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,No,61-70 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,7 - 10 times a week,1-3 times a week,1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,None (I didn't like them),None (I didn't smoke),7 - 10 times a week,4 - 6 times a week,1-3 times a week,None (I don't eat carrots),4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/12 7:54:38 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",No (Stayed more or less the same / increased),Yes,No,71-80 kg,5 ft. 8 inch - 5 ft. 11 inch,No,6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I didn't eat carrots),7 - 10 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,4 - 6 times a week,None (I don't eat carrots),7 - 10 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/12 8:08:56 pm GMT+6,0,15-20,Single,Undergraduate,2nd year,Health and life sciences,"40,000 - 60,000",Yes. (It got reduced),Yes,No,61-70 kg,5 ft. 8 inch - 5 ft. 11 inch,No,more than 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 8:14:20 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,"Below 40,000",No (Stayed more or less the same / increased),No,No,More than 80 kg,6 ft. or above,Yes (sometimes),more than 8 hours,1 - 3 times a week,1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,4 - 6 times a week,None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),1-3 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 8:15:47 pm GMT+6,0,15-20,Single,College,1st year,Science ,"40,000 - 60,000",No (Stayed more or less the same / increased),Yes,Yes,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/12 8:20:07 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Mbbs,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,None (I don't eat carrots),4 - 6 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 8:25:36 pm GMT+6,1,21-25,Single,Undergraduate,1st year,Health and life sciences,"Below 40,000",Yes. (It got reduced),No,No,Less than 50 kg,Below 5 feet,Yes (sometimes),4 - 6 hours,4 - 6 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,None (I don't eat carrots),1-3 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/12 8:26:21 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (regularly),4 - 6 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),1-3 times a week,1-3 times a week,7 - 10 times a week,4 - 6 times a week,None (I don't smoke),I sleep less
2021/08/12 8:34:00 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,Yes,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,More than 10 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,4 - 6 times a week,7 - 10 times a week,1-3 times a week,More than 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 8:36:48 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,"Below 40,000",No (Stayed more or less the same / increased),No,No,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),4 - 6 hours,4 - 6 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,4 - 6 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I don't smoke),I sleep less
2021/08/12 8:42:44 pm GMT+6,1,21-25,Single,Undergraduate,3rd year,Doctor of Veterinary Medicine,"Below 40,000",Yes. (It got reduced),Yes,Yes,51-60 kg,Below 5 feet,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/12 8:44:36 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"60,000 - 80,000",No (Stayed more or less the same / increased),Yes,Yes,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (regularly),4 - 6 hours,1 - 3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,None (I don't smoke),I sleep less
2021/08/12 8:49:56 pm GMT+6,1,21-25,Married,Undergraduate,4th year and above,MBBS,"Below 40,000",Yes. (It got reduced),Yes,Yes,61-70 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (regularly),Less than 4 hours,1 - 3 times a week,4 - 6 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I don't like them),None (I don't smoke),I sleep less
2021/08/12 9:09:51 pm GMT+6,1,21-25,Single,Undergraduate,3rd year,MBBS,"Below 40,000",Yes. (It got reduced),Yes,No,61-70 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),1-3 times a week,None (I didn't eat carrots),7 - 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),1-3 times a week,None (I don't eat carrots),7 - 10 times a week,None (I don't like them),None (I don't smoke),I sleep less
2021/08/12 9:32:08 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,"Below 40,000",Yes. (It got reduced),Yes,No,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,No,6 - 8 hours,More than 10 times a week,1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),4 - 6 times a week,7 - 10 times a week,2 - 5 times a week,More than 10 times a week,1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),4 - 6 times a week,4 - 6 times a week,2 - 5 times a week,I sleep less
2021/08/12 9:38:50 pm GMT+6,1,26-30,Single,Postgraduate student,2nd year,Business and Economics,"40,000 - 60,000",No (Stayed more or less the same / increased),No,No,61-70 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),more than 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),None (I didn't eat them),None (I didn't like them),None (I didn't smoke),1 - 3 times a week,1-3 times a week,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep less
2021/08/12 9:43:35 pm GMT+6,1,21-25,Single,Undergraduate,3rd year,Health and life sciences,"Below 40,000",Yes. (It got reduced),No,No,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),4 - 6 hours,None (I didn't drink fruit juice at all),More than 10 times a week,1-3 times a week,None (I didn't eat carrots),7 - 10 times a week,7 - 10 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),4 - 6 times a week,7 - 10 times a week,4 - 6 times a week,More than 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 9:56:27 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Law,"Below 40,000",Yes. (It got reduced),No,No,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),4 - 6 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 10:02:43 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",Yes. (It got reduced),No,No,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),4 - 6 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/12 10:04:10 pm GMT+6,1,21-25,Married,Was a student,Not a student now,Engineering and Physical Sciences,More than 1 Lakh,No (Stayed more or less the same / increased),Yes,Yes,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,4 - 6 times a week,None (I didn't eat potatoes),4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/12 10:32:31 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),More than 10 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),More than 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/12 10:34:43 pm GMT+6,1,21-25,Single,Undergraduate,1st year,Humanities and Social Sciences,"40,000 - 60,000",Yes. (It got reduced),No,No,51-60 kg,Below 5 feet,Yes (regularly),6 - 8 hours,1 - 3 times a week,4 - 6 times a week,None (I didn't eat green salad),None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),4 - 6 times a week,4 - 6 times a week,None (I don't eat carrots),4 - 6 times a week,1-3 times a week,None (I don't smoke),I sleep more
